kind,serv_id,serv_nm,rule,disability_severity,income_pct_max,evidence,source_excerpt
income_unresolved,WLF00001136,보험급여(건강보험 장애인보조기기),none,unknown,,,"보험급여(건강보험 장애인보조기기) 건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다. 건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 지원합니다. 보조기기 구입 전, 국민건강보험공단에서는 아래의 사항을 확인합니다. 보조기기 세부기준 및 보험급여 기준에 부합하는지 여부 처방 전문의 자격에 부합하는지 여부 중복지급 등 급여제한 대상에 해당하는지 여부 직전 지급 보조기기의 내구연한 경과여부 내구연한이 경과하지 않은 경우 급여 사유 기타 적정한 급여를 위하여 필요한 사항 보조기기 구입비용 지급청구 시, 국민건강보험공단에서는 아래의 사항을 확인하여 공단부담금을 지급합니다. 장애인이 보조기기를 "
income_unresolved,WLF00001147,그 밖의 연장형 보육료 등 지원,none,unknown,,,"그 밖의 연장형 보육료 등 지원 그 밖의 연장형 어린이집(야간연장, 휴일, 24시 등)을 이용하는 영유아에 대하여 보육료를 지원함으로써 부모의 자녀양육 부담을 덜고 원활한 경제활동을 돕습니다. 그 밖의 연장형 보육료는 0~2세 종일반 보육료(기본보육시간 보육료 지원아동은 휴일보육료만 지원가능), 3~5세 누리과정 보육료, 다문화 보육료 및 장애아 보육료(취학전) 지원 아동을 지원합니다. 12세 이하 취학아동 중 법정 저소득층과 장애아동(복지카드 소지자)*에 대해서는 야간연장 보육료에 한해 지원 가능 복지카드 미소지자인 취학 장애아동은 특수교육대상자 진단·평가 통지서 제출시 8세까지 지원 야간12시간 보육료, 24시간 보육료는 24시간 지정 어린이집을 이용하는 경우에만 지원합니다. 원장 겸 교사의 자녀는 그 "
income_unresolved,WLF00001148,근로·자녀장려금,none,severe,,,"근로·자녀장려금 소득이 적어 생활이 어려운 자영업자 또는 근로자 가구에 근로장려금과 자녀장려금을 지급하여 근로 의욕을 더하고 소득과 자녀양육비를 지원합니다. 전년도 6월 1일 현재 가구원 모두가 소유하고 있는 재산 합계액이 2.4억원 미만이면 신청할 수 있습니다. ※ 가구원은 신청자, 배우자, 부양자녀, 동일주소에서 생계를 같이하는 직계존비속 등을 포함합니다. 재산합계액 1.7억 미만 : 해당장려금의100% 지급 재산합계액 1.7억 이상 ~ 2.4억 미만 : 해당장려금의 50% 지급 장려금을 받으려는 거주자에게 국세체납액이 있는 경우 장려금의 30% 한도 내에서 충당한 후 지급합니다. 근로소득 또는 사업소득 또는 종교인소득이 있는 거주자로서 아래 요건을 갖춘 경우 장려금 신청이 가능합니다. (공통사항 요건)"
income_unresolved,WLF00001149,공공산림가꾸기,none,unknown,,,"공공산림가꾸기 청년 실업자나 장년층 퇴직자 등을 산림사업에 투입하여 일자리 창출에 기여합니다. 만 18세 이상인 자로서 실업자 또는 정기소득이 없는 경우 참여신청이 가능합니다. 다음에 해당하는 경우에는 사업에 참여할 수 없습니다. 고교·대학(이하 ""2년제·3년제 대학과 대학원을 포함한다"") 재학생 전년도 사업 추진 과정시 참여자가 상습적으로 결근, 지각, 조퇴하거나 음주, 근무지 이탈 또는 감독자의 지시에 불응하는 등 근무태도가 불량하여 사업 참여를 배제 받은 자 지방산림청장, 국유림관리소장 및 시장, 도지사, 군수, 구청장이 선발합니다. 선발 일반사항은 다음과 같습니다. 사업별 자격 및 선발기준에 따라 정함 특별한 기술, 자격 및 경험을 필요로 하는 사업은 경험이 있는 자를 우선 고용할 수 있음 취업취약계"
income_unresolved,WLF00001157,지역자활센터 운영,none,,,,"지역자활센터 운영 근로 능력이 있는 저소득층에게 체계적, 집중적인 자활 서비스를 제공하여 자활 의욕을 고취하고 자립 능력 향상을 지원합니다. 지역자활센터 중 지역사회복지사업 및 자활지원사업의 수행능력과 경험 등이 있는 사회복지법인 등 비영리법인과 단체*를 지원합니다. * 「비영리민간단체지원에 관한 법률」 제2조에 등록된 단체로 정관 및 규약상 해당 사업을 수행할 수 있는 단체 지원대상의 내용을 참고해주시기 바랍니다."
income_unresolved,WLF00001159,입원 및 격리치료명령 결핵환자 부양가족생활보호비 지원,none,,,,"입원 및 격리치료명령 결핵환자 부양가족생활보호비 지원 결핵예방법에 따라 입원 및 격리치료 명령을 받은 결핵환자의 격리기간 동안 발생한 소득상실을 보전하기 위해 환자 본인 또는 그 부양가족에게 생활보호비를 지급합니다. 입원(격리치료)명령을 받아 소득을 상실한 결핵환자로 당해 연도 가구별 기준 중위소득 수준의 120% 미만(환자가구)에 해당하는 경우 지원합니다. 단, 기초생활수급자는 제외※「긴급복지지원법」등 타 법률에서 동일한 성격(생계 지원)의 지원을 받고 있는 경우 중복 지원 불가 입원(격리치료)명령 실시 이전 최근 1년 이내에 소득이 확인된 환자 &#9312; 상시근로소득은 공적자료로 조회되는 '연간 소득액을 기준으로 월 평균한 소득'을 반영 &#9313; 일용근로자 소득은 '최근 3개월간 월 평균소득' "
income_unresolved,WLF00001164,기초연금,none,unknown,,,"기초연금 노인에게 기초연금을 지급하여 안정적인 소득기반을 제공함으로써 노인의 생활안정을 지원합니다. 만 65세 이상인 어르신으로서 소득인정액이 매년 보건복지부장관이 정하여 고시하는 금액 이하인 사람에게 지원합니다. 단, 직역연금 수급권자와 그 배우자는 기초연금 지급대상에서 제외하나, 특례대상과 예외대상에 해당하는 경우는 수급권자의 범위에 포함 연령 : 만 65세이상인 자 소득인정액 : 가구의 소득인정액이 선정기준액 이하인 자, 소득인정액은 아래와 같이 계산합니다. 2026도 선정기준액은 단독가구는 2,470,000원, 부부가구는 3,952,000원 소득인정액 = 소득평가액 + 재산의 소득환산액 소득평가액 = {0.7 X (근로소득 - 116만원)} + 기타 소득 재산의 소득환산액 = [ {(일반재산 - 기본"
income_unresolved,WLF00001165,발달장애인 주간활동서비스,none,unknown,,,발달장애인 주간활동서비스 발달장애인이 낮 시간 자신의 욕구를 반영한 지역사회 기반활동에 참여하게 함으로써 장애인의 자립생활을 지원하고 사회참여 증진을 도모합니다. 만 18세이상 「장애인복지법」상 등록된 지적 및 자폐성 장애인을 지원합니다. 장애인 당사자 및 가구의 소득수준과 무관하게 신청 가능합니다. 지원대상의 내용을 참고해 주시기 바랍니다.
income_unresolved,WLF00001172,취업취약계층 고용지원 사업,none,,,,"취업취약계층 고용지원 사업 취업에 어려움을 겪는 취약계층에게 전문심리상담과 집단상담, 취업특강 등 구직자 취업역량강화 프로그램을 제공하여 자신감 회복, 직업선택, 구직기술 향상 등을 효과적으로 지원합니다. 실업급여 수급자, 국민취업지원제도 참여자 및 그 밖에 상담을 거쳐 취업의욕과 취업기술 향상이 필요한 취업취약계층을 지원합니다. 지원대상을 참고해주시기 바랍니다."
income_unresolved,WLF00001183,다문화보육료지원,none,,,,"다문화보육료지원 어린이집을 이용하는 다문화 가정의 영유아 자녀에게 보육료를 지원하여 부모의 양육에 대한 부담을 덜고, 부모가 원활한 경제활동을 할 수 있도록 돕습니다. 다문화가족 자녀 중 초등학교 취학전 0세~5세아를 지원합니다. 보호자의 소득수준에 관계없이 지원합니다. 다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀는 동일세대 여부와 상관없이 지원합니다. 다음의 아동에 대해서는 예외적으로 지원할 수 있습니다. - 다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀가 아닌 전처 또는 전 남편과의 사이에서 출생한 자녀는 다문화 가족과 동일 세대원으로 생계를 같이 하는 경우 지원 가능"
income_unresolved,WLF00001852,장애인 일자리 지원,none,unknown,,,장애인 일자리 지원 취업 취약계층인 장애인에게 일자리 제공을 통한 사회참여 확대 및 소득보장 지원 만 18세 이상 장애인복지법상 등록장애인 장애인복지법상 등록 장애인
income_unresolved,WLF00001859,마포 징검다리 주택사업,none,,,,마포 징검다리 주택사업 주거위기가구를 위한 주거공간을 제공하고 주거취약가구의 공공임대주택 입주 등을 지원하여 저소득주민의 주거비 부담 완화 및 주거안정 도모 저소득 주거위기 및 주거취약가구 -임시거소 지원대상 : '긴급복지지원법'제2조의 사유로 인하여 주거위기 상황에 처한가구 또는 공공임대주택 입주 대기가구 중 긴급주거지원이 필요한 가구(조례 제2조제1호)-매입건설임대주택 지원대상 : 무주택세대구성원 저소득 주거취약가구(조례 제2조제2호)-주거안정자금 융자 : 저소득 주거취약가구 중 구 소재의 공공임대주택 입주대기자로 선정된 가구-주거안정자금 지원 : 마포 징검다리주택 입주가구 등
income_unresolved,WLF00002021,산모신생아 건강관리 지원사업,none,,,,산모신생아 건강관리 지원사업 서울시 모든 출산가정에 산모신생아 건강관리사를 파견하여 산모의 산후 회복과 신생아 양육을 지원하고 출산가정의 경제적 부담 경감 서울시 모든 출산가정 소득기준 없음(서울시 모든 출산가정)
income_unresolved,WLF00002110,장애인활동 추가지원(구비추가사업),none,severe,,,"장애인활동 추가지원(구비추가사업) 신체적 정신적 이유로 원활한 일상생활과 사회활동이 어려운 중증장애인에게 활동지원서비스를 제공함으로써 장애인의 자립생활과 사회참여를 증진시키고, 장애인 가족의 부담을 줄임으로써 장애인의 삶의 질을 높이고자 함 은평구 거주 활동지원수급자(만 6세 이상) 종전 종합점수 중 X1(기능제한) 영역, 소득수준 등 우선순위에 따라 수급자격심의위원회에서 선정"
income_unresolved,WLF00002205,저소득 노인가구 국민건강보험료 지원,none,,,,"저소득 노인가구 국민건강보험료 지원 저소득 빈곤 노인층 건강보호에 기여하고자 함 「국민건강보험법」에 따른 보험료 부과금액이 보건복지부장관이 고시한 지역가입자의 월별 보험료액의 하한액(2025년 기준 22,341원) 이하인 만 65세 이상 강남구 거주 노인가구로 국민건강보험공단에서 통보된 자 「국민건강보험법」에 따른 보험료 부과금액이 보건복지부장관이 고시한 지역가입자의 월별 보험료액의 하한액(2025년 기준 22,341원) 이하인 만 65세 이상 강남구 거주 노인가구"
income_unresolved,WLF00002229,생활곤란 국가유공자 격려(월동대책비),none,,,,생활곤란 국가유공자 격려(월동대책비) 나라를 위해 희생 공헌한 보훈대상자 중 생활이 어려운 저소득 보훈대상자에게 따뜻한 겨울을 보낼수 있도록 월동 대책비를 지원하고자 함 1)사업대상 - 국가보훈대상자 중 부양가족이 없는 세대(독거노인 등) - 생계가 어려운 저소득 보훈대상자 (생활등급 8등급 이하) 생활이 어려운 저소득층 국가유공자
income_unresolved,WLF00002251,장애인활동지원 구비추가지원 사업,none,severe,,,"장애인활동지원 구비추가지원 사업 국고보조 활동지원급여 지원시간이 부족해 일상생활과 사회생활에 어려움이 있는 장애인에게 구비로 활동지원급여 시간을 추가 지원하여 장애인의 자립생활 및 사회참여를 증진 최중증장애인, 발달장애인 등 .국민연금공단 종합조사 결과 신체기능제한 점수 높은 순 선정가구유형, 가족의 사회생활 여부, 소득기준 등 고려 선정"
income_unresolved,WLF00002306,장수축하금 지원,none,,,,"장수축하금 지원 만 90세, 만 100세(노원구 거주기간 1년이상)자에 대하여 재산과 관계없이 장수축하금을 지급하여 노인의 보건 및 복지증진을 기하고 경로효친의 사회적 분위기를 조성하는데 필요한 사항을 규정함을 목적으로 한다 만 90세, 만 100세(노원구 거주기간 1년이상)자 노원구거주 1년이상 주민등록거주자 중 만90세, 만100세 생신 도래자"
income_unresolved,WLF00002308,서울특별시 송파구 저소득주민의 건강보험료 및 노인장기요양보험료 지원,none,,,,"서울특별시 송파구 저소득주민의 건강보험료 및 노인장기요양보험료 지원 저소득 노인의 국민건강보험료 및 노인장기요양보험료를 지원함으로써 구민의 건강증진과 복지향상을 도모하는 것을 목적으로 한다. 1) 지원대상 - 국민건강보험공단 송파지역가입자로서 건강보험료 부가금액이 보건복지부 장관이 정하여 고시한 지역가입자 월 보험료 하한 액 이하인 세대로, 주택 및 승용차 소유자는 제외한다 다음 각 호의 어느 하나에 해당하는 세대(다만 법률에 의하여 지원을 받는 세대는 제외) - 만65세이상 노인세대 - 조손가정 - 한부모가족 - 만성질환자 또는 희귀난치성 질환자가 있는 세대 2) 선정기준 - 지원대상은 조례 제3조에 따라 저소득주민의 건강보험료 부과 금액이 보건복지부 장관이 정하여 고시한 지역가입자 월 보험료 하한액 이하"
severity_ambiguous,WLF00002443,저소득층 생활지원(건강보험료 지원),grade_mixed,unknown,,수시로 신청 받는자) - 65세 이상 노인세대 - 1-6급 등록장애인이 있는 세대 - 국가유공자 세대 -,"저소득층 생활지원(건강보험료 지원) 저소득 취약계층에게 국민건강보험료 및 장기요양 보험료 지원 1)지원대상 : 용산구에 거주하는 저소득 취약계층 주민 중 보험료 부과액이 최저보험료 이하인 자로 다음각 호에 해당하는자(단 신청자에 한하고 신규 대상자는 수시로 신청 받는자) - 65세 이상 노인세대 - 1-6급 등록장애인이 있는 세대 - 국가유공자 세대 - 한부모세대 2) 선정기준 -위 조건에 해당하면서 용산구 거주 지역건강보험료 최저보험료 이하인 자 중 신청자에 한함 건강보험료 최저보험료 이하(2025년 기준 19,780원)"
income_unresolved,WLF00002474,장애인활동지원 구비추가 지원사업,none,severe,,,"장애인활동지원 구비추가 지원사업 활동지원급여를 추가지원하여 중증장애인의 자립을 지원하고 돌봄가족의 부담을 감소 1.장애인활동지원 국고보조 대상자로 19세 이상 65세 미만의 장애정도가 심한 발달(지적 및 자폐성)장애인 ※ 학생, 직장인, 주간보호시설 이용자 제외2.희귀질환관리법 제2조에 따른 희귀질환자이면서 기능제한(X1) 점수 426점 이상인 독거 장애인 ※ 서울시 추가지원사업(월 350시간) 대상자 제외 1.장애인활동지원 국고보조 대상자로 19세 이상 65세 미만의 장애정도가 심한 발달(지적 및 자폐성)장애인 ※ 학생, 직장인, 주간보호시설 이용자 제외2.희귀질환관리법 제2조에 따른 희귀질환자이면서 기능제한(X1) 점수 426점 이상인 독거 장애인 ※ 서울시 추가지원사업(월 350시간) 대상자 제외"
income_unresolved,WLF00002506,저소득층 가정지원 사업(한부모가족 명절위문금),none,,,,저소득층 가정지원 사업(한부모가족 명절위문금) 명절을 맞아 법정급여 외 우리구 자체 급여인 명절위문금을 지급하여 어려운 이웃과 함께하는 훈훈한 명절을 만들고자 함 관내 저소득한부모가족(기초생계·의료급여 수급자 제외) 중위소득 기준 60%이하(청소년한부모 중위소득 기준 72%이하)
income_unresolved,WLF00002512,저소득 틈새계층 국민건강보험료 지원,none,unknown,,,"저소득 틈새계층 국민건강보험료 지원 국민기초생활보장법상의 수급권자가 아닌, 저소득 틈새계층 중 건강보험료를 납부하지 못하여 의료사각지대에 놓인 구민들에게 국민건강보험료를 지원함으로써 건강증진과 복지향상에 기여 1. 저소득 틈새계층으로서 국민건강보험공단 중랑지사의 지역가입자2. [국민건강보험법]에 따라 부과된 국민건강보험료가 보건복지부장관이 고시한 월별 보험료액의 하한액 이하인 세대로 다음 중 어느 하나에 해당하는 세대 1) 65세이상 노인 세대 2) 한부모가족 및 소년·소녀가정 세대 3) 등록장애인이 있는 세대 4) 국가유공자 세대 5) 만성질환자 또는 희귀난치성 질환자가 있는 세대 6) 그 밖에 보험료 지원이 필요하다고 서울특별시 중랑구청장이 인정한 세대 국민건강보험공단 중랑지사의 지역가입자 중 보건복지부"
income_unresolved,WLF00002615,장애인활동지원 구비추가 사업,none,severe,,,"장애인활동지원 구비추가 사업 신체적·정신적 장애 등의 사유로 혼자서 일상생활과 사회생활을 영위하기 어려운 최중증장애인에게 활동지원급여 구 추가사업을 통해 자립생활을 지원하여 생활의 안정을 제공하고 장애인의 삶의 질을 높이고자 함 1. 24시간 구비추가: 장애인 활동지원급여 및 시추가사업 수급자 중 X1(기능제한) 점수 360점 이상의 최중증 와상, 사지마비 독거 장애인2. 중증장애인 30시간: 장애인 활동지원급여 수급자 중 X1(기능제한) 점수 300점 이상의 최중증 독거 및 및 취약가구 장애인3. 성인 발달장애인 30시간: (구)활동지원급여 1~2등급 또는 X1(기능제한)점수 중 인지행동특성 30점 이상의 만 19세 이상 성인 발달장애인 장애1~3급 중 X1(기능제한) 300점 이상~360점 이상 및 (구"
income_unresolved,WLF00002617,신혼부부 임차보증금 지원사업,none,,,,신혼부부 임차보증금 지원사업 신혼부부의 주거비 부담 경감 및 주거안정성 강화를 위해 임차보증금 대출을 지원하여 주거배려 계층의 주거디딤돌 역할 마련 결혼 7년 이내 신혼부부 또는 6개월 이내 결혼예정인 예비신혼부부 부부합산 연소득 1억3천만원 이하
income_unresolved,WLF00002618,저소득주민 국민건강보험료 등 지원,none,unknown,,,저소득주민 국민건강보험료 등 지원 노령 등으로 인하여 생활에 어려움을 겪고 있는 저소득주민에게 국민건강보험료 및 노인장기요양보험료를 지원함으로써 구민들의 건강증진과 복지 향상을 도모. 국민건강보험공단 강서지사의 지역가입자 중 저소득주민으로서 국민건강보험료 부과금액이 월 최저 보험료 이하의 세대이면서 만 65세 이상 노인 세대 또는 등록장애인이 포함된 세대 국민건강보험공단 강서지사의 지역가입자 중 저소득주민으로서 국민건강보험법 제69조에 따른 건강보험료 부과금액이 보건복지부장관이 정한 최저보험료 이하인 다음 각 호의 어느 하나에 해당하는 세대. 1. 65세 이상 노인세대 2. 등록장애인이 있는 세대
income_unresolved,WLF00002627,저소득주민 생활안정 지원(건강보험료),none,unknown,,,"저소득주민 생활안정 지원(건강보험료) 관내 월 국민건강보험료 최저보험료('26년 기준 22,800원) 이하인 저소득주민을 대상으로 보험료를 지원하여 의료 복지서비스 지원 관내 국민건강보험료 지역가입자 중 건강보험료가 최저보험료('26년 기준 월 22,800원) 이하 납부자이면서 65세 이상, 장애인, 한부모, 만성질환자 중 법정저소득 해당하는 세대 건강보험료가 최저보험료 이하 납부자이면서 65세 이상, 장애인, 한부모, 만성질환 등록과 저소득자격 여부 확인"
income_unresolved,WLF00002637,청년 임차보증금 이자지원사업,none,,,,"청년 임차보증금 이자지원사업 서울시 내 주택에 임차하려는 청년에게 보증금을 위한 대출금 이자를 지원해줌으로서, 주거비를 감소시키는데 목적이 있음 만 19~39세이며, 연소득 5천만원 이하인 무주택세대주(기혼의 경우 연소득 6천만원 이하) □ 대상주택 등O 서울시 관내에 위치한 주택 또는 주거용 오피스텔로서, 해당 주택 등에 체결 및 체결예정인 임차보증금 3억원 이하, 월세 90만원 이하의 전세·월세계약O 건축물대장상 주택이 아닌 곳과 불법건축물, 다중 주택, 공공임대주택은 지원 불가 - 공공임대주택은 지자체, 공기업(LH공사, SH공사) 등 공공기관이 공급 및 지원하는 주택을 말함.서울시 역세권청년주택은 ‘민간임대주택’유형만 지원 가능"
income_unresolved,WLF00002714,저소득주민 건강보험료 지원사업,none,unknown,,,"저소득주민 건강보험료 지원사업 노령 등으로 인하여 생활에 어려움을 겪고 있는 저소득주민에게 국민건강보험료 및 장기요양보험료를 지원함으로써 구민의 건강증진과 복지향상을 도모함을 목적으로 함 월 보험료 부과금액이 「국민건강보험법 시행령」제32조에 따라 보건복지부장관이 고시하는 최저보험료인 국민건강보험공단 마포지사의 지역가입자로서 만65세이상 노인, 장애인, 한부모에 해당하는 세대(단, 다른 법령에 따라 지원받는 세대 제외) 월 보험료 부과금액이 최저보험료인 국민건강보험 지역가입자 중 (노인세대,장애인세대,한부모세대)"
income_unresolved,WLF00002729,으뜸관악 청년통장,none,,,,"으뜸관악 청년통장 청년의 경제적 자립 능력 함양, 근로의욕 고취 <2026년 으뜸관악 청년통장 신청자격>❍ 모집인원: 총 100명 ❍ 신청기간: 2026. 6. 8.(월)~6. 19.(금) 18:00 ※ 신청기간 외 접수 불가❍ 신청방법: 온라인 접수(PC에서만 신청 가능, 모바일 및 방문 신청 안됨)- 서울시 복지재단 자산형성지원사업 홈페이지: http://account.welfare.seoul.kr❍‘26. 5. 26. 기준 다음 ①∼⑤에 모두 해당하는 경우 신청 가능① 관악구 거주자 ※주민등록번호 부여자만 신청 가능(재외국인 및 재외국민 신청 불가) ※공고일부터 약정일까지 관악구에 주민등록이 계속 유지되어야 함② 18세~34세 청년 ※출생년월일이 1991. 1. 1.~2008. 12. 31.인 자 ※제"
income_unresolved,WLF00002754,장애인활동지원(구비추가) 사업,none,severe,,,장애인활동지원(구비추가) 사업 신체적·정신적 장애 등의 사유로 혼자서 일상생활과 사회생활을 하기 어려운 장애인에게 활동지원 급여를 제공하여 장애인의 자립생활을 지원하고 그 가족의 부담을 줄임으로써 장애인의 삶의 질을 높이고자 함 1) 종합조사 X1점수 300점이상 독거 장애인 2) 13세이하 자녀 양육 부모장애인(주양육자 1인에 한함)3) 만20세이상 종합조사 X1점수 248점이상 발달장애인4) 시설퇴소 장애인(특별지원급여 '자립지원' 종료 후 6개월 지원) 1. 기능점수(X1) 300점 이상인 독거 중증 장애인(30시간)2. 기능점수(X1) 248점 이상인 20세 이상 발달장애인(35시간)3. 13세 이하 자녀 양육 부모장애인 (주양육자 1인)(40시간)4. 거주시설 퇴소 장애인 (특별지원급여 자립지원 종
income_unresolved,WLF00002794,가정위탁아동 격려품 지원,none,,,,"가정위탁아동 격려품 지원 가정위탁아동이 따뜻한 이웃의 정을 느끼고 밝게 성장할 수 있도록 격려품 지원(설,추석,가정의 달,연말) 인당 문화상품권 5만원 지원 (1) 만 18세 미만의 아동(만 18세 이상인 경우에도 고등학교 재학 중인 아동은 포함)으로서 - 보호자가 없거나 보호자로부터 이탈된 아동 - 아동을 학대하는 경우 등 그 보호자가 아동을 양육하기에 적당하지 아니하거나 능력이 없는 경우의 아동(2) 가정위탁보호조치 중인 만18세 이상 아동 중 일정한 요건 하에 위탁보호기간 연장 가능 (1) 가정위탁아동 선정기준 : 위 대상자 상세내용을 기준으로 함(2) 위탁가정 선정기준- 위탁아동 양육하기에 적합한 수준의 소득이 있을 것- 위탁아동에 대하여 종교의 자유를 인정하고 건전한 사회 구성원으로 자랄 수 있도록"
income_unresolved,WLF00002796,장애인활동지원 구비추가지원,none,unknown,,,"장애인활동지원 구비추가지원 신체적·정신적 장애 등의 사유로 혼자서 일상생활과 사회생활을 하기 어려운 장애인에게 제공하는 활동지원급여 등에 관한 사항을 규정하여 장애인의 자립생활을 지원하고 그 가족의 부담을 줄임으로써 장애인의 삶의 질을 높이는 것을 목적으로 함. ○ 대 상 : 74명 - (최중증 150시간) 7명, (발달 30시간) 35명, (취약계층 20시간) 30명, (자립생활주택 50시간) 2명○ 예 산 : 580,272천원(2026년 6월 기준) 국고보조 활동지원서비스로도 일상생활이 어려운 경우 매년 1회 신청접수하여 선발(선정기준표)"
income_unresolved,WLF00002816,장애인단체명절위문금 지급,none,unknown,,,"장애인단체명절위문금 지급 장애인단체에 위문금을 지급하여 장애인 단체의 합리적 운영을 도모하고자 함 1)지원대상 양천구 관내 저소득 장애인2)선정기준 - 관내 저소득 등록장애인 중 단체장 추천자 - 단, 기초수급자 및 차상위계층 제외(타부서 지원중복) 저소득 장애인"
income_unresolved,WLF00002828,장애인 명절위문품 지원,none,unknown,,,"장애인 명절위문품 지원 지역에서 소외된 장애인들에게 명절위문품을 지급하여 명절준비에 대한 경제적 부담을 덜고자 함 1) 지원대상 - 장애인단체 회원 등 저소득 장애인 2,000세대 2) 선정방법 - 장애인단체총연합회에서 저소득 회원 선정"
income_unresolved,WLF00002829,장애인활동지원 구비추가지원 사업,none,severe,,,"장애인활동지원 구비추가지원 사업 장애인활동지원 구비추가지원을 통하여 기존 장애인활동지원 제도에 대한 보충적 역할의 강화와 24시간 돌봄체계 토대 구축 및 확대하여 장애인의 자립생활 및 사회참여 기회의 증진과 장애인가족의 부담을 경감하고자 함 1. 장애인활동지원(국비) 이용자 중 19세 이상으로 종합조사 X1(기능제한)영역 합산점수가 360점 이상인 독거 또는 취약가구2. 장애인활동지원(국비) 이용자 중 19세 이상 발달장애인(부장애 포함)으로 종합조사 X1(기능제한)영역 중 인지행동특성(환각망상, 조울상태 제외) 점수가 70점 이상인 자 - 활동지원 시비추가지원 대상자 제외 종합조사 X1(기능제한)영역 점수※ 구비지원 종합점수 기준 선정 방식 ○ 중증장애인: X1(기능제한)영역의 합산점수가 360점 이상인 "
income_unresolved,WLF00003115,학교 밖 청소년 교통비 지원,none,,,,"학교 밖 청소년 교통비 지원 진학이나 학업을 중단한 청소년과 은둔형 학교 밖 청소년이 소외되거나 경제적 어려움을 겪지 않도록 교통비를 지원하여 건강한 사회구성원으로 성장할 수 있도록 하고자 함. 강동구에 주민등록이 되어 있는 9세 ~ 18세 학교 밖 청소년 □ 대 상: 강동구에 주민등록이 되어 있는 9세~18세 학교 밖 청소년 ○ 청소년지원센터(꿈드림), 비인가 대안교육기관(타 시·도 포함) 등에 등록하여 반기별(상/하반기) 각 3회 이상 프로그램 참여가 확인된 청소년 - 비인가 대안교육기관 재학생의 경우 프로그램 참여자로 간주 ○ 경제적 어려움으로 학교 밖 청소년 지원기관 이용이 어려운 청소년 - 청소년이 속한 가구의 소득이 중위소득기준의 100% 이하인 경우(단, 꿈드림 기초상담 필수)"
income_unresolved,WLF00003168,(북한이탈주민)취업 지원,none,,,,"(북한이탈주민)취업 지원 북한이탈주민의 장기근속을 유도하기 위하여 취업장려금과 새출발장려금을 지급합니다. (취업장려금) 거주지보호기간(5년) 내 북한이탈주민 (새출발장려금) 취업장려금을 1년6개월 이하로 수급한 자로서 거주지보호기간(5년) 경과 후 취업한 북한이탈주민 * 2024.1.1 이후 신규취업자만 해당 취업지원 유형별 선정기준은 다음과 같습니다. (취업장려금) 거주지보호기간 동일한 업체에서 6개월 이상 계속하여 취업을 유지한 북한이탈주민에게 최장 3년 범위 내에서 지급 - 다만, 거주지보호기간 내에 취업하였으나 해당 취업기간 중 거주지보호기간이 종료된 경우에는 종료한 날로부터 최장 1년의 범위 내에서 동일 기업에 취업을 유지하는 경우에 한하여 취업장려금을 지급 (새출발장려금) 취업장려금 대상자 중 취"
income_unresolved,WLF00003173,장애인스포츠강좌이용권 지원,none,unknown,,,"장애인스포츠강좌이용권 지원 장애인 대상 스포츠 참여 기회를 제공하여 삶의 질 향상, 사회적 소외감을 해소하여 사회통합에 기여합니다. 5세~69세 등록 장애인을 지원합니다. * 단, 스포츠강좌이용권과 중복 지원하지 않습니다. 5세~69세 저소득층 장애인을 지원하며, 소득무관이나 저소득 및 유/청소년을 우선 선정합니다."
income_unresolved,WLF00003186,양육비 이행 원스톱 종합서비스,none,,,,"양육비 이행 원스톱 종합서비스 양육비를 받지 못해 어려움을 겪고 있는 미혼, 이혼 한부모가 양육비를 원활하게 지급받을 수 있도록 지원합니다. 「양육비 이행확보 및 지원에 관한 법률」에 따른 미성년 자녀를 직접 양육하고 있는 한부모, 조손가족, 기타 실질적 양육자 「한부모가족지원법」에 따른 자녀* 양육 한부모·조손가족 * 취학 중인 22세 미만 자녀, 군복무 후 복학한 자녀(22세 미만 + 군 복무기간) 양육 한부모·조손가족 * 이혼한 부모뿐만 아니라 미혼모·미혼부도 지원 소득, 재산 정도 등에 상관없이 한부모가족(조손가족), 기타 실질적 양육자를 지원합니다. 「한부모가족지원법」상 지원대상자가 아니어서 한부모가족증명서가 발급되지 않는 한부모가족도 지원대상에 해당됩니다."
