# cb.cb_institutions.required_documents_ai 스냅샷 (DB 현재 상태, 서류 1개 = 1행). confidence/note는 배치 실행 중에만 존재해 DB에 없다. 재생성: python scripts/dump_required_documents.py
serv_id,serv_nm,source,generated_at,doc_no,document,url,url_type,n_docs,provision_type,n_basfrm,apply_method_head
WLF00000820,국민기초생활보장수급자 생활폐기물봉투 운반수수료 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,2,기타,1,
WLF00000820,국민기초생활보장수급자 생활폐기물봉투 운반수수료 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,2,기타,1,
WLF00000822,노인 성인용 보행기 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,2,현물지급,1,거주지 동 주민센터에 신청서 제출
WLF00000822,노인 성인용 보행기 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,2,현물지급,1,거주지 동 주민센터에 신청서 제출
WLF00000823,아동친화도시 인프라구축 등 조성,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,
WLF00000823,아동친화도시 인프라구축 등 조성,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,
WLF00000842,보육교직원 인건비 지원,generic_fallback,2026-07-28T14:53:46.828259+00:00,1,신분증,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 어린이집원장에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 관할 시군구 확인에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보"
WLF00000842,보육교직원 인건비 지원,generic_fallback,2026-07-28T14:53:46.828259+00:00,2,신청서,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 어린이집원장에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 관할 시군구 확인에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보"
WLF00000842,보육교직원 인건비 지원,generic_fallback,2026-07-28T14:53:46.828259+00:00,3,통장사본,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 어린이집원장에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 관할 시군구 확인에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보"
WLF00000844,효행장려금 지급,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,3,현금지급,1,- 주소지 동주민센터 방문하여 서류 접수- 동 담당자가 현지 사실조사 후 어르신복지과로 신청- 매년 10월 31일(휴일인 경우 그 전) 효행가정에 지급
WLF00000844,효행장려금 지급,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,3,현금지급,1,- 주소지 동주민센터 방문하여 서류 접수- 동 담당자가 현지 사실조사 후 어르신복지과로 신청- 매년 10월 31일(휴일인 경우 그 전) 효행가정에 지급
WLF00000844,효행장려금 지급,generic_fallback,2026-07-28T13:34:47.114419+00:00,3,통장사본,,,3,현금지급,1,- 주소지 동주민센터 방문하여 서류 접수- 동 담당자가 현지 사실조사 후 어르신복지과로 신청- 매년 10월 31일(휴일인 경우 그 전) 효행가정에 지급
WLF00000846,서울형 장애인 부가급여,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,3,현금지급,1,동주민센터 방문 신청
WLF00000846,서울형 장애인 부가급여,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,3,현금지급,1,동주민센터 방문 신청
WLF00000846,서울형 장애인 부가급여,generic_fallback,2026-07-28T13:34:47.114419+00:00,3,통장사본,,,3,현금지급,1,동주민센터 방문 신청
WLF00000888,영구임대주택공급,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,2,현물지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구, 읍면동에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구, 읍"
WLF00000888,영구임대주택공급,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,2,현물지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구, 읍면동에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구, 읍"
WLF00000892,긴급복지 장제비지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,3,현금지급,1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000892,긴급복지 장제비지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,3,현금지급,1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000892,긴급복지 장제비지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,3,통장사본,,,3,현금지급,1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000896,중독관리통합지원센터 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 중독관리통합지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 중독관리통합지원센터 에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 중독관리통합지
WLF00000896,중독관리통합지원센터 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 중독관리통합지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 중독관리통합지원센터 에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 중독관리통합지
WLF00000917,긴급복지 주거지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,3,"현물지급, 현금지급",1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000917,긴급복지 주거지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,3,"현물지급, 현금지급",1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000917,긴급복지 주거지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,3,통장사본,,,3,"현물지급, 현금지급",1,"조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 시군구에 이의"
WLF00000921,(북한이탈주민)상담 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 북한이탈주민지원재단에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 북한이탈주민 지역적응센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구"
WLF00000921,(북한이탈주민)상담 지원,generic_fallback,2026-07-28T13:34:47.114419+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 북한이탈주민지원재단에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 북한이탈주민 지역적응센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구"
WLF00000923,"의료급여 중증질환, 희귀질환 및 중증난치질환자 지원",generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현물지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청"
WLF00000923,"의료급여 중증질환, 희귀질환 및 중증난치질환자 지원",generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현물지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 이의신청"
WLF00000946,산림복지서비스이용권,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,전자바우처(바우처),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국산림복지진흥원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국산림복지진흥원에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국산림"
WLF00000946,산림복지서비스이용권,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,전자바우처(바우처),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국산림복지진흥원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국산림복지진흥원에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국산림"
WLF00000948,학교 밖 청소년 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 학교밖청소년지원센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 학교밖청소년지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 학교"
WLF00000948,학교 밖 청소년 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 학교밖청소년지원센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 학교밖청소년지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 학교"
WLF00000968,위탁병원진료,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 위탁병원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국보훈복지의료공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 "
WLF00000968,위탁병원진료,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 위탁병원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국보훈복지의료공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 "
WLF00000975,여성창업액셀러레이팅,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, (재)여성기업종합지원센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 (재)여성기업종합지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청"
WLF00000975,여성창업액셀러레이팅,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, (재)여성기업종합지원센터에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 (재)여성기업종합지원센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청"
WLF00000977,장애인 휠체어 수리 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,기타,1,1) 신청방법 - 동주민센터에서 수시접수(수리를 원하는 장애인이 휠체어 수리지정 업체 사전확인후 동주민센터 방문 신청서 작성) 2) 지급시기 및 지급방법 - 지급개시일 : 연중 수시 - 지급방법 : 휠체어 수리후 수
WLF00000977,장애인 휠체어 수리 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,기타,1,1) 신청방법 - 동주민센터에서 수시접수(수리를 원하는 장애인이 휠체어 수리지정 업체 사전확인후 동주민센터 방문 신청서 작성) 2) 지급시기 및 지급방법 - 지급개시일 : 연중 수시 - 지급방법 : 휠체어 수리후 수
WLF00000981,저소득자 및 보훈단체 지원(국가유공자 및 유족격려),generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,3,현금지급,1,
WLF00000981,저소득자 및 보훈단체 지원(국가유공자 및 유족격려),generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,3,현금지급,1,
WLF00000981,저소득자 및 보훈단체 지원(국가유공자 및 유족격려),generic_fallback,2026-07-28T13:45:50.135552+00:00,3,통장사본,,,3,현금지급,1,
WLF00000982,노숙인(부랑인)보호관리,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,기타,1,
WLF00000982,노숙인(부랑인)보호관리,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,기타,1,
WLF00000998,보훈병원 진료,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 한국보훈복지의료공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 대상자에게
WLF00000998,보훈병원 진료,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 한국보훈복지의료공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 국가보훈부에서 대상자에게
WLF00000999,시각장애인을 위한 도서 녹음사업 운영,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현물대여,1,
WLF00000999,시각장애인을 위한 도서 녹음사업 운영,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현물대여,1,
WLF00001000,장애인무료급식소 운영,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,기타,1,1) 신청대상: 지역 저소득 장애인2) 신청방법: 신청자가 방문3) 이용요금: 무료
WLF00001000,장애인무료급식소 운영,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,기타,1,1) 신청대상: 지역 저소득 장애인2) 신청방법: 신청자가 방문3) 이용요금: 무료
WLF00001001,중증 재가 장애인 밑반찬 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현물지급,1,
WLF00001001,중증 재가 장애인 밑반찬 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현물지급,1,
WLF00001004,저소득 독거 어르신 안부확인(음료배달),generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현물지급,1,본인 신청 및 동주민센터에서 돌봄사각지대 어르신발굴
WLF00001004,저소득 독거 어르신 안부확인(음료배달),generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현물지급,1,본인 신청 및 동주민센터에서 돌봄사각지대 어르신발굴
WLF00001027,경로의 달 위문행사,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,기타,1,
WLF00001027,경로의 달 위문행사,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,기타,1,
WLF00001028,저소득 장애인 가정 명절위문,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,실물바우처,1,
WLF00001028,저소득 장애인 가정 명절위문,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,실물바우처,1,
WLF00001054,밑반찬 배달사업 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현물지급,1,- 운영주체 : 구립 성북장애인복지관 - 신청방법 : 전화 혹은 내방
WLF00001054,밑반찬 배달사업 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현물지급,1,- 운영주체 : 구립 성북장애인복지관 - 신청방법 : 전화 혹은 내방
WLF00001060,대학생 근로장학금 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001060,대학생 근로장학금 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001060,대학생 근로장학금 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,3,통장사본,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001069,산재근로자 합병증 등 예방관리,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,현물지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00001069,산재근로자 합병증 등 예방관리,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,현물지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00001070,척수장애인재활훈련지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,프로그램/서비스(서비스),0,조사기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에
WLF00001070,척수장애인재활훈련지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,프로그램/서비스(서비스),0,조사기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 한국척수장애인협회에
WLF00001071,우수학생 국가장학금 지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001071,우수학생 국가장학금 지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=5470GOWF15GOWF155470&atcflSn=1,form_download,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001071,우수학생 국가장학금 지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,3,통장사본,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 한국장학재단에서 보"
WLF00001073,장기복무제대군인수업료지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,감면,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00001073,장기복무제대군인수업료지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,감면,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00001074,재해보상금,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00001074,재해보상금,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00001074,재해보상금,generic_fallback,2026-07-28T13:45:50.135552+00:00,3,통장사본,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00001075,장애학생 정보격차 해소 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,"조사기관연락처목록: 담당 시/군/구청 또는 학교에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 학교에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 학교에 이의 신청"
WLF00001075,장애학생 정보격차 해소 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,"조사기관연락처목록: 담당 시/군/구청 또는 학교에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 학교에서 보장 결정 이의신청접수기관연락처목록: 이의가 있을 경우, 담당 시/군/구청 또는 학교에 이의 신청"
WLF00001077,가정폭력상담소 운영지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상담소에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상담소에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상
WLF00001077,가정폭력상담소 운영지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상담소에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상담소에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 전국 가정폭력상
WLF00001080,산재근로자 생활안정자금융자,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,2,현금대여(융자),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00001080,산재근로자 생활안정자금융자,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,2,현금대여(융자),1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00001083,디지털배움터,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,프로그램/서비스(서비스),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국지능정보사회진흥원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국지능정보사회진흥원에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 "
WLF00001083,디지털배움터,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,프로그램/서비스(서비스),0,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 한국지능정보사회진흥원에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 한국지능정보사회진흥원에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 "
WLF00001084,여성긴급전화 1366센터 운영 지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,1,신분증,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 1366센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 1366센터에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 1366센터에서 대상자에게 서
WLF00001084,여성긴급전화 1366센터 운영 지원,generic_fallback,2026-07-28T13:45:50.135552+00:00,2,신청서,,,2,프로그램/서비스(서비스),1,조사기관연락처목록: 담당 시/군/구청 또는 1366센터에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 1366센터에서 보장 결정 지급기관연락처목록: 담당 시/군/구청 또는 1366센터에서 대상자에게 서
WLF00001088,고위험 임산부 의료비 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,1,신분증,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 보건소에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, e보건소에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구 보건소"
WLF00001088,고위험 임산부 의료비 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,2,신청서,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 보건소에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, e보건소에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구 보건소"
WLF00001088,고위험 임산부 의료비 지원,generic_fallback,2026-07-28T13:39:22.126501+00:00,3,통장사본,,,3,현금지급,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 보건소에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, e보건소에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구 보건소"
